average_rating,# num_pages,ratings_count,text_reviews_count
3.77,307,618,13
4.16,224,5,0
3.96,454,72,2
3.96,470,4,1
3.9,345,5,0
4.28,1238,66,3
4.1,382,5,0
3.96,0,1,0
3.8,320,73,8
3.56,255,12696,433
3.85,352,10758,121
3.74,189,16,0
3.54,390,5,1
3.64,219,4,0
4.05,286,4,0
4.05,12,5,0
4.05,346,3,1
3.46,218,1,0
3.56,320,64,3
4.2,111,6,0
3.95,254,183,10
3.99,512,26197,247
4.1,151,442,30
3.78,109,60,5
3.66,144,186,11
3.9,224,282,22
3.78,237,425,27
3.78,322,9,0
4.35,347,3119,70
3.96,576,45,6
3.96,576,521,33
3.43,479,7,0
3.64,272,129,8
3.99,75,106,2
3.63,180,359,42
3.73,208,5035,74
4.04,640,2483,87
4.34,867,22318,947
4.19,432,581,23
4.22,448,218,11
4.25,512,282,10
4.2,176,160,17
4.61,512,17,2
3.73,232,445,21
3.87,257,1149,25
3.69,358,34,0
3.42,370,56,3
3.94,352,2295,33
4.09,270,15293,274
3.95,342,1352,46
3.94,236,2233,25
3.79,280,1845,16
4.03,231,2217,28
3.95,273,1456,64
3.84,304,30,0
3.88,242,49,1
3.52,344,3810,92
3.86,294,34,1
3.61,344,458,7
3.65,388,35,0
3.71,788,21,0
3.97,416,281,12
4.22,823,5,0
3.25,222,21,0
3.33,313,266,23
3.57,217,223,10
3.81,304,1228,21
3.86,313,26,3
3.25,297,7657,343
4.13,268,4538,224
3.78,345,15488,651
3.87,1,12,1
3.23,170,74477,2583
3.85,160,58,7
4.27,464,292,5
4.12,1011,102983,1778
3.83,818,794,46
3.78,510,31,4
3.84,190,390,15
3.47,72,16,0
3.78,240,143,3
3.61,496,67,7
3.78,448,18,4
3.78,450,19,3
3.55,440,223,24
3.78,357,41,6
4.11,276,567,48
3.78,189,84,4
3.73,208,425,37
4.4,482,1934,233
3.92,228,38,13
3.7,249,490,44
3.74,251,514,34
4.3,496,7292,335
3.85,463,919,91
3.92,288,426,54
3.95,317,182,31
3.86,465,9121,499
3.88,448,6000,258
4.44,32,0,0
3.48,221,49,6
4.27,208,1420,40
4.42,432,17714,380
4.08,361,7590,342
4.1,288,714,61
3.66,256,2169,61
3.6,176,719,97
4.03,496,6631,144
3.9,471,2266,145
4.25,251,388,15
3.95,418,10463,240
3.88,353,3522,191
4.34,272,1067,38
4.34,160,917,18
4.3,175,128,8
4.62,128,27,2
4.16,227,247,10
4.3,256,638,13
3.49,357,3756,53
3.8,144,103,7
3.98,324,6637,270
4.13,744,86,9
3.85,128,868,35
4.54,362,1148,89
4.08,224,205,7
3.85,60,198,14
4.04,96,46,11
3.71,144,116,9
4.1,200,203,7
4.07,152,1723,94
4.48,320,60,2
3.77,292,6333,64
4.27,324,15796,817
4.11,144,391,25
3.92,132,916,55
3.96,224,355,3
4.25,705,4168,126
3.89,220,894,36
3.14,64,7,1
4.04,168,463,18
4.09,144,398,19
3.95,605,7590,105
4.03,320,7448,93
4.17,64,727,15
4.42,173,393,22
4.03,224,343,35
3.94,128,509,23
3.8,96,600,31
4.13,418,11319,631
4.21,32,95,4
3.83,88,165,8
4,320,6765,124
3.51,120,128,8
3.88,329,3889,110
3.96,300,814,57
4.04,272,346,79
4.56,442,175,7
4.14,270,9916,419
3.89,722,1929,63
3.75,420,1299,32
3.67,135,3,1
3.67,0,36,2
4.07,310,16485,548
3.79,334,277,25
3.6,389,1119,58
3.87,144,889,180
4.42,224,330,17
4.22,160,943,46
4.3,320,36772,1374
4.15,983,8735,392
4.25,400,4205,243
4.16,744,97,13
4.18,224,152,10
4.03,546,4452,124
4.25,272,1348,31
4.68,264,25,0
3.87,325,46,4
4.45,303,62,0
4.09,464,2438,106
4.16,448,1093,44
4.38,365,17,0
4.53,376,12,0
3.53,206,51,12
3.59,208,16,1
4.18,224,1999,90
4.1,416,67,5
3.75,384,16,2
3.83,224,71,12
4.1,357,44,3
4.05,704,249,18
4.11,288,3516,408
4.13,224,1804,165
4.1,464,17,1
4.35,441,152091,5181
4.44,434,1,0
4.15,0,57,3
3.45,248,775,52
3.96,580,28718,894
4.36,784,354,58
4.14,534,21,1
3.87,504,4847,261
3.71,304,7,0
2.93,324,0,0
4.03,446,522,11
3.56,370,208,18
3.89,724,33,4
3.91,224,34,3
3.94,288,379,21
3.65,280,110,9
3.9,222,21169,1209
4,242,10946,395
4.07,198,9852,273
3.79,160,259,56
4.3,966,3964,121
3.68,264,5731,169
4.24,747,272,19
3.83,356,3894,147
3.55,302,20216,440
2.89,120,2151,218
3.49,272,54,6
3.72,155,277,25
3.69,181,143,21
3.64,183,342,38
4.12,32,7,0
3.56,338,2083,91
3.89,160,500,17
3.76,160,331,11
3.43,200,3,1
4.45,191,27,2
4.18,350,8135,288
3.98,220,163,9
4.18,368,59,3
3.99,196,23,3
3.79,384,272,21
4.12,192,47,1
3.66,384,112,11
4.22,296,64,2
4.56,224,18,1
4.18,240,46,1
3.48,144,75,11
4.2,192,76,1
4.2,85,204,15
4.13,458,32510,1364
3.7,208,478,16
3.55,283,799,73
3.55,284,66,13
3.86,272,98,10
4.02,40,967,54
3.98,352,414,47
3.98,11,175,49
4,480,22,0
3.77,270,381,76
4,445,0,0
3.9,332,21,2
4.09,1376,285,21
3.83,480,36,7
3.68,183,2169,135
3.22,218,134,11
3.35,204,935,72
3.47,240,648,45
4.28,192,100,8
4.08,672,348,14
3.92,606,34,6
4.2,167,4,2
3.62,144,46,3
4.11,472,10397,273
3.48,288,1060,39
3.59,288,1723,48
3.52,288,975,38
4.21,592,11320,604
3.69,336,72,5
4.09,384,31665,332
4.09,372,387431,6364
4.15,389,53,5
3.98,384,16043,493
3.49,254,3939,460
3.91,299,30268,2660
3.96,245,103,15
3.15,280,143,12
3.97,288,55,5
4.14,24,37,2
3.89,321,428,6
3.89,464,4164,198
3.88,530,2426,128
3.93,496,15265,472
4.17,432,99,6
4.05,495,2428,94
4.04,564,3068,182
3.78,448,1115,62
3.78,384,1076,43
3.92,256,845,26
3.93,400,2164,73
3.65,416,1164,48
3.98,576,2188,65
4.48,416,124,7
3.71,32,70,17
3.96,344,6,0
4.23,416,3061,70
3.86,440,2758,147
4.08,588,4133,317
3.69,320,846,51
3.55,256,112,11
3.71,352,81,6
3.72,544,456,40
3.59,167,2,1
3.71,344,8,0
3,48,1,0
3.48,32,54,11
4.01,427,176,20
4.3,672,219,18
4.26,576,674,13
4.34,838,2296,173
4.2,352,5194,133
4.31,406,26613,539
4.12,208,2734,63
4.3,379,9380,88
4.04,191,139,9
4.2,462,4154,104
4.26,387,5964,143
3.88,242,78,11
3.87,240,3478,190
3.79,208,2185,117
3.76,272,1064,73
3.7,184,7,0
4.2,96,5,1
3.93,191,12,3
3.12,144,14,0
3.81,256,36,1
3.95,208,289,32
4.5,96,2,0
2.62,242,119,16
4,40,1,0
3.83,40,4,0
4,40,1,0
4,40,3,2
4,39,3,0
4.01,384,4087,197
4.05,240,297,21
4.39,1262,103,3
4.01,332,1,0
4.01,329,260,4
3.51,254,149,25
3,134,4,1
4.12,352,8049,172
3.67,648,17,2
3.47,237,15,3
3.75,260,122,5
3.89,144,9,0
3.44,320,9,0
4,148,441,33
4,158,67946,2344
4,188,495,36
4,144,394,44
4,208,57,8
4.35,1132,482,35
4,464,966,88
4.17,343,383,30
3.92,240,349,35
4.08,288,180,8
3.78,176,137,12
3.81,360,3268,245
3.8,320,1105,87
3.94,378,3149,190
3.74,363,1235,87
3.63,384,755,37
3.83,409,1203,91
3.69,396,664,64
3.63,348,256,17
3.78,176,817,91
3.62,48,22,2
3.8,336,912,82
3.91,304,838,60
4.13,240,3548,136
4.27,239,116,11
4.03,304,858,44
4.13,218,1897,94
3.72,320,43,11
4.18,128,56,2
4.36,128,537,50
3.75,191,4,0
3.72,224,36,8
3.5,101,4,3
4.03,59,80,6
4.45,132,857,38
4.17,1536,37,2
3.82,224,26,3
2,55,1,0
3.5,96,38,2
5,64,5,0
3.5,292,2,0
5,24,2,1
3.47,24,2,0
4,280,11,0
4,15,7,0
3.86,142,33,1
3.77,202,665,71
3.31,72,108,0
3.53,317,57,0
3.81,197,19,1
0,336,0,0
3.75,64,187,30
3.59,64,7,1
3.8,64,206,21
3.66,48,107,15
3.45,368,35,9
3.21,24,14,3
3.43,176,7,1
3.78,64,2017,136
4.43,277,961,31
3.43,544,8,1
3.95,320,2913,257
3.92,370,44,10
3.7,138,29228,2895
3.92,320,4068,337
3.81,438,8001,776
4.1,352,6,0
4.49,180,54,9
4.55,184,20,2
4.56,188,20,1
4.56,182,23,2
4.57,192,22,1
4.2,270,216,17
4.32,16,3,1
3.93,290,9820,1566
3.74,393,145,18
4.46,544,110,5
3.93,160,74,2
4.17,360,11,0
4.22,258,49,3
3.93,373,1834,86
3.79,384,1191,45
3.88,371,2546,113
3.9,372,1449,64
3.88,384,1288,57
3.66,362,972,46
3.84,358,1446,59
3.76,384,1259,60
3.99,240,532,45
4.05,579,20,1
4.15,530,82058,2041
4.15,672,289,40
3.88,412,140,12
3.48,235,70,7
3.42,386,12,1
4.01,480,71,13
3.36,409,73,7
3.87,144,292,30
3.75,369,102,9
4.03,182,15,4
4.54,156,19,3
3.88,198,4,2
3.64,291,580,17
3.6,352,528,38
3.69,244,1,0
4.36,200,62334,7598
3.81,128,17835,2154
4.14,80,3901,317
4.03,267,134961,8189
4.04,80,8438,782
4.03,269,705,120
4.16,70,2756,189
3.79,536,187,29
3.29,220,12,1
4.3,480,20,2
3.96,256,697,68
3.93,240,2333,270
3.8,272,888,111
3.76,224,4294,396
3.52,128,46,1
3.8,125,7035,459
3.8,128,10,1
3.74,442,134,14
4.31,413,60,5
4.03,365,819,90
3.97,616,689,86
3.74,139,295,32
4.16,336,13400,267
4.18,358,18139,488
4.21,354,14337,407
4.04,288,286,23
4.17,481,12385,432
4.12,479,60087,1618
4.22,384,14863,385
4.14,374,16644,367
4.25,400,34755,477
4.22,292,68,7
3.75,148,123,10
4.13,224,654,25
3.84,96,110,7
3.99,800,55,11
3.96,341,22083,1143
4.06,448,5607,126
4.41,389,1762,37
4.22,290,2117,27
3.9,432,495,34
3.67,112,3,0
4,342,8070,347
3.66,283,4337,433
3.5,240,3,0
3.53,144,122,22
3.61,144,259,27
3.74,240,76,4
3.52,377,1,1
3.55,241,14,3
3.75,475,119,20
4.36,32,12372,480
3.89,32,795,31
3.98,359,75018,4505
3.98,317,1345,157
3.78,512,1456,91
3.78,462,90,14
3.58,192,889,96
3.59,416,120,10
4.22,110,3428,205
3.95,48,375,94
4.01,272,32,10
3.9,219,209110,8919
4.16,462,766,65
4.26,499,106,11
4.88,352,8,0
3.62,355,25811,1956
3.24,256,234,21
4.04,302,1007862,25677
4,344,2636,177
3.53,406,526173,20994
4.13,259,44,2
4.13,268,319,36
4.27,376,29257,2737
3.52,240,18950,646
0,241,0,0
4.05,661,408775,14447
3.95,328,991,87
3.71,220,608,47
3.78,320,2191,178
4.24,126,91,18
3.62,240,40,2
3.06,352,187,40
3.97,117,1041,117
4.09,422,220,23
4.62,304,2,0
3.88,352,34031,783
4.1,288,1749,54
3.82,360,190,11
3.64,368,1883,124
3.85,336,1052,42
3.62,143,178,19
3.58,249,311,30
4.13,242,1528,58
3.69,297,1308,60
4.07,327,6809,242
4.07,346,509,35
4.07,312,1163,88
4.07,336,636,67
4.12,72,4,0
3.55,317,178,32
3.67,158,7,0
4.11,508,3028,200
3.82,272,729,80
4.01,399,6,1
4.28,230,704,70
4.08,704,136,27
3.75,7,2,0
3.91,212,62,10
3.76,233,30,1
4.17,661,172,9
3.67,241,1948,162
4.36,912,849,12
3.95,209,462,23
3.84,280,384,56
3.95,344,2,0
4.05,309,214,14
4.05,352,18,0
3.95,288,251,13
4.05,329,179,6
3.83,257,582,107
3.96,273,1065,103
4.04,642,10830,267
4.11,415,2332,129
4.17,132,1314,182
3.64,194,165,10
4.36,512,1114,34
3.66,455,11701,471
4.12,157,8,0
4.07,352,511,40
4.08,48,136,13
3.68,352,422,29
3.5,576,29,3
3.82,247,53,9
3.85,128,181,16
3.85,139,2146,150
3.81,5,32,1
3.83,192,53,12
3.98,176,574,64
4.19,48,5012,57
4.21,189,615,64
4.21,189,860,106
4.21,189,56,7
3.68,302,125,9
3.86,323,626,29
3.61,480,6,0
4.14,109,7,2
4.01,356,72,7
4.33,156,85,15
3.86,320,1230,74
4.16,320,41,2
4.07,202,9190,410
3.9,149,162497,4672
3.69,560,371,20
3.62,199,229,50
4.01,176,25989,517
3.83,40,37387,750
3.79,127,27230,953
4.1,144,119927,2029
3.62,178,44636,2867
3.36,304,10816,740
3.47,275,1725,328
4.25,512,467,65
3.96,289,23,2
3.87,160,3089,190
3.79,84,200,25
3.81,230,3878,265
3.41,259,4457,484
3.94,362,331,30
4.2,130,99,11
3.65,142,24,2
3.65,222,64,3
3.71,122,80050,2479
3.95,464,3,0
3.75,239,236,24
4.12,340,398,30
3.99,288,50,8
4.14,276,628,67
4.22,321,6447,375
4.28,690,40,1
4.28,112,18,0
3.93,321,6549,711
3.64,267,40,4
3.64,200,317,14
3.99,256,175,14
3.84,196,787,84
4.19,192,1,1
3.89,275,21524,1096
3.86,192,504,10
3.39,192,112,5
4,224,3,0
4.31,304,48,1
4.19,624,1303,49
3.9,152,630,42
3.81,192,325,17
3.6,220,14,0
4.09,128,23,6
3.85,240,20784,398
1,8,1,0
3.77,400,107,10
3.69,432,543,15
3.5,0,2,0
4.32,24,14,1
4.15,192,1395,38
3.8,0,102,14
4.19,201,14,1
3.89,192,1051,69
3.91,336,710,38
3.86,276,768,80
3.69,336,727,54
4.6,77,28,3
3.93,724,107,3
3.59,187,129,15
3.79,320,44,5
3.67,345,173,27
4.08,432,610,50
3.93,448,2,0
3.89,331,371,58
3.95,432,664,44
3.98,404,15417,1006
3.98,404,2,0
3.74,256,287,28
4.38,1152,4863,296
4.33,320,1449,90
4.22,159,467,21
4,229,1619,75
4.25,336,735,41
4.11,408,100,6
4.2,238,24,0
4.01,300,23,0
3.88,176,1786,81
3.73,296,22,2
3.96,239,23,0
4,304,33,2
3.96,640,1139,104
3.9,458,74,13
3.65,432,90,6
4.07,75,83,7
4.24,800,124,13
4,656,2238,61
4.3,1024,2713,208
4.07,323,31974,2514
4.07,279,180,43
4.07,312,19,3
4.07,329,22,2
3.44,310,530,18
3.93,296,27251,1629
3.96,137,104,20
4.16,336,75417,1944
4.16,224,1583,93
4.04,145,2746,250
4.26,256,4072,139
4.2,1500,236,9
3.46,400,111,11
4.03,616,66,0
4.02,1120,43,0
4.04,836,25,2
3.92,784,8,2
3.73,323,755,53
3.79,251,14,0
3.52,339,34477,939
3.52,525,405,40
3.52,335,379,52
3.52,376,238,26
4.04,371,953,105
3.52,155,1087,41
4.2,222,108,5
3.95,1051,128,13
3.7,240,26,2
3.7,410,73131,1736
4.17,168,5885,338
4.41,608,65,11
4.43,608,23,0
3.92,208,13,1
4.05,368,37122,1387
3.94,96,725,35
3.83,368,36698,1951
4,63,3,0
4.26,64,19,1
3.73,140,2981,167
3.98,128,917,27
3.84,135,585,31
3.94,80,149,7
4,190,419,17
4.17,64,289,20
4.39,182,4,0
4.25,191,7,0
3.82,282,10691,674
3.54,160,55,2
4.16,531,50,1
4.27,587,209,2
3.91,374,1,0
3.73,338,4844,406
4.24,315,18495,638
4.05,528,23,1
3.85,0,5241,96
3.85,167,50,4
3.65,132,2623,34
3.97,153,77,2
4.17,186,17654,649
3.7,131,10,0
3.7,160,5,1
3.96,224,6179,185
4.09,344,932832,42096
4.37,584,1386,146
4.35,242,2061,132
4.25,496,2013,127
4.23,159,35090,2398
4.24,197,14306,1631
3.97,311,1380,97
4.31,528,863,91
4.34,249,3774,284
3.9,112,427,31
4.12,144,1131,74
3.98,320,312,46
3.96,208,395,56
3.87,291,49265,1987
4.15,288,62246,2213
3.98,208,16704,321
3.97,238,15441,421
4.25,320,11737,503
4.06,0,3,0
3.91,346,1404,73
3.53,217,306,9
3.45,136,675,27
3.39,134,799,22
3.94,345,784,31
3.47,149,2630,96
4.06,373,7902,201
3.91,263,662,84
4.19,40,1123,182
4.27,384,17644,451
3.72,227,282,7
3.51,179,117,3
3.45,136,1032,26
3.54,182,105,17
3.46,118,41,3
3.6,199,242,4
3.33,138,5,0
3.36,192,124,1
3.51,32,69,19
4.12,373,18316,557
3.99,254,6449,72
3.45,357,354,17
4.11,346,193,6
4.24,362,17394,385
3.68,272,10490,490
3.91,360,34478,1330
3.1,144,140,11
3.42,308,363,66
4.13,450,326,8
3.6,256,20,3
3.84,48,20,5
3.92,231,2,0
3.37,153,3,0
3.53,160,2018,79
3.22,160,9,2
4.07,260,82231,5206
4.13,298,255,23
4.13,248,553,55
4.25,48,4,0
4.19,208,491,53
3.58,142,15,0
4.16,160,3717,79
4,230,378,59
4.23,120,88,7
4.45,537,39,3
3.71,327,9187,1194
4.05,122,475,37
4.29,290,4759,96
4.05,132,1141,166
4.29,290,6,2
4.05,132,447,32
4.07,288,4154,99
4.08,224,133,23
3.81,352,90,2
4.06,416,1387,86
3.95,233,2675,228
4.06,157,6515,180
3.62,96,470,36
3.74,128,223,19
3.98,208,174,15
3.95,233,844072,16773
3.75,128,0,0
3.85,240,123,11
3.87,592,10035,656
3.59,384,58,6
4.44,260,9772,227
4.4,464,5558,208
4.2,371,4178,145
4.41,373,12547,202
4.31,378,60280,719
3,64,3,1
4.15,112,491,58
3.9,560,5659,478
4.32,732,190,15
3.5,139,1197,103
4.19,575,228,6
4.21,774,399,10
3.93,80,640,51
3.57,484,101,8
4.24,144,387,28
4.05,589,166,5
3.86,112,598,31
4.46,223,40,3
4.05,128,25577,1348
4.19,191,321,46
4.46,224,13,1
4,224,4,1
5,222,1,0
3.59,312,21,2
4.09,429,33,6
3.21,224,29,7
3.81,336,3184,166
3.92,320,108,15
4.09,406,18184,1497
3.84,308,2869,123
3.89,336,667,34
3.41,222,533,55
4.33,174,3,0
3.47,127,15,1
3.35,240,48,4
3.57,208,3170,209
3.73,212,2270,153
4.17,160,319,17
3.58,352,440,51
4.16,256,302,30
3.3,304,9,2
3.83,384,1165,47
3.73,248,98,6
3.72,220,1803,233
3.81,180,67,3
3.87,144,210,8
4.1,159,446,20
3.78,283,210665,3988
3.83,144,446,13
3.95,207,2551,297
3.97,209,1431,106
4.09,240,48909,3940
3.83,216,6,1
4.32,560,3781,312
4.24,354,2110,140
3.42,344,35,2
4.02,541,51593,3061
4.1,350,10,1
3.87,370,20274,761
3.78,388,8496,403
3.93,388,20438,970
4.02,464,30514,991
4.26,629,32747,1646
4.19,564,25211,1173
3.79,363,1555,134
3.76,296,16,4
3.32,368,16472,1398
3.32,368,205,26
3.99,1173,6634,424
4.01,552,51,3
4.01,568,126,12
3.78,352,1107,129
4.05,91,1478,78
4.18,384,97,12
4.24,288,17,0
4.07,304,2532,103
3.81,416,1215,89
3.9,560,2186,102
3.56,160,250,25
4.42,512,1218,52
3.93,128,50,2
4.27,96,1654,124
4.35,40,5942,604
3.59,280,83,8
3.74,160,23,3
3.89,410,9606,1026
4.01,224,179,12
4.04,224,1474,126
4.39,450,39,3
4.22,326,9,1
3.97,190,834,79
4.64,124,8,0
3.97,80,247,55
3.81,347,75,15
4.09,456,8841,336
3.91,528,433,27
4.08,48,159,16
3.88,448,63,10
4.14,565,2705,80
4.23,435,2422,62
4.35,448,1860,38
3.44,286,5437,485
3.99,300,3140,134
4.27,490,2115,41
4.28,487,67,3
4.28,492,1975,39
3.69,184,15,0
3.91,77,11,0
3.5,78,6,1
4.29,208,33,1
3.98,288,5397,191
3.72,181,357,33
3.79,262,260,17
3.81,237,318,16
3.82,272,320,21
3.47,320,942,92
3.89,197,424,20
3.79,180,1081,69
3.34,288,23,2
3.58,369,575,51
3.61,364,14,3
4.03,313,2073,86
3.93,313,2937,163
4.05,374,2011,67
3.97,394,1643,98
3.87,354,2611,125
3.98,400,1699,86
3.93,371,1204,51
4,342,3333,198
4.37,432,36,1
3.76,544,621,68
3.08,96,50,3
2.86,144,43,7
3.58,136,257,29
3.36,95,11,1
3.84,128,1072,56
4.11,63,17,2
4.43,32,27,2
3.89,400,2079,97
3.86,295,99,11
3.88,311,1999,100
3.83,304,2396,132
3.87,182,7148,458
4.07,244,2293,110
3.94,197,335,35
3.89,384,2130,96
3.88,336,5174,395
3.63,254,233,27
3.86,352,183,29
4.14,480,7023,87
3.97,374,248,17
3.97,384,27987,249
4,279,4100,43
4,640,1,0
5,314,0,0
4.05,272,516,25
4.2,320,1073,130
4.02,320,911,43
4.02,305,998,46
3.74,352,125,7
3.97,215,722,6
3.98,208,431,6
3.93,240,1567,25
3.93,205,2237,49
4.03,222,777,12
3.97,224,486,5
3.97,214,638,11
4.42,96,640,38
4.63,184,2289,24
4.35,560,121420,1914
4.52,181,15409,839
4.14,352,4765,217
3.96,288,1164,136
4.14,344,2611,211
4.18,476,5977,382
3.85,464,144,7
4.5,274,8,1
4.06,300,410,35
4.1,247,206,23
3.89,253,202,12
4.32,208,112,8
4.34,72,37,4
3.99,288,1901,101
4.13,160,1769,83
3.82,176,221,8
3.74,144,10,1
3.93,325,13973,507
3.85,375,8140,473
3.72,326,16480,990
4.06,432,14624,556
3.9,406,5191,306
3.95,534,11000,459
4.09,450,11556,478
3.84,576,11988,680
4.31,600,119,15
3.8,320,60,6
3.72,304,65,5
3.47,267,93,11
3.91,304,57,9
5,240,3,0
4.36,167,294,19
4.32,301,2286,81
3.89,174,86,10
3.57,149,0,0
3.57,150,0,0
3.92,240,4899,875
3.96,40,964,181
4.14,320,178,15
3.96,128,24,1
4.28,378,336,25
4,192,39,1
3.74,152,28,1
4.55,192,78,10
4.27,320,8261,245
3.89,352,1021,27
3.89,368,11583,522
3.9,368,15465,854
3.65,314,14917,1747
3.77,297,7613,1064
3.5,352,1740,260
3.35,314,2883,374
3.7,272,364,45
4.02,568,43,6
4.34,0,89,5
4.29,1584,58,4
4.09,288,1523,159
3.93,160,29670,2060
3.93,160,45,6
4,42,1,0
3.79,192,552,37
4.11,160,25534,1595
4.3,240,495454,10789
3.74,176,2983,205
3.96,384,46,5
3.66,312,49,9
4.14,711,3040,40
4.13,592,18,2
3.68,359,202,18
3.82,256,88,11
3.89,248,128,17
4.28,2021,175,8
3.86,111,8914,124
3.79,320,11090,545
3.6,192,3261,135
4.1,300,1347,32
3.92,105,131,11
4.06,498,119839,5295
4.05,58,10,0
3.33,158,26,2
3.62,633,139,14
4.1,432,26,2
4.14,48,125,36
4.02,430,6,0
3.67,176,1189,102
3.36,288,3695,540
3.65,476,36,3
3.67,258,244,45
3.69,463,28936,3408
3.68,288,153,17
3.73,467,580,74
4.06,144,57,5
3.96,304,5582,415
3.83,395,994,121
3.93,916,5589,687
3.75,304,5020,743
3.92,296,410968,12402
4.24,40,523,112
3.53,535,7083,784
3.71,351,5388,229
3.92,432,67,2
4.26,696,54,3
4.13,336,115,4
3.47,286,1021,71
3.9,299,232,48
4.39,406,518,107
3.39,275,33,6
3.2,360,4680,441
4.03,83,2029,95
3.58,100,270,35
4.12,978,68,11
3.89,220,93,14
3.78,160,895,110
4.22,362,28843,2644
4.37,387,27245,2201
3.96,432,3374,149
4.44,352,1344,92
4.17,408,5,2
4,240,9805,239
3.64,91,389,48
3.96,207,52434,2452
3.96,222,188,32
3.88,835,27143,2137
3.63,245,22,6
3.32,240,502,35
3.66,272,2405,33
4.19,753,441,36
3.44,269,2513,277
4.25,703,15531,381
3.54,256,1896,91
3.69,416,2823,125
3.8,1000,5,0
4.37,702,28274,671
3.82,733,304,12
4,128,41,3
3.43,213,135,17
4.56,456,9,2
4.06,312,86,10
4.17,280,4,1
4.25,308,4,1
4.3,512,1748,137
3.5,370,27,1
3.73,381,13463,223
3.95,482,159,9
3.93,336,14,1
3.8,416,313,17
3.84,275,1237,78
4.22,422,1153,69
3.4,378,61,2
3.83,228,66,4
3.37,336,4905,200
4.07,363,17483,106
3.86,241,28825,1164
3.89,345,3,0
3.97,402,12695,882
3.75,319,1275,71
3.84,528,31,7
3.77,332,251,20
3.9,252,14,1
3.79,654,447,36
3.58,448,7323,677
3.85,463,7928,296
3.67,249,9470,305
3.65,244,11223,333
4.09,310,78572,2124
3.67,234,9839,476
3.66,334,19529,625
3.64,468,35,5
4.44,792,209,11
3.82,344,12104,273
3.62,374,28414,1068
4.17,320,92976,1533
3.81,344,11877,291
3.82,344,10912,217
3.65,5,90,21
3.67,5,88,25
4.11,325,2441,289
4.28,0,99,3
4.17,339,152,12
4.17,311,352,29
4.19,324,300,28
3.62,6,79,29
3.77,226,341,33
3.56,434,1434,83
3.69,179,1203,63
3.81,191,2733,58
3.83,0,5007,153
3.86,0,9048,331
3.77,160,2524,53
3.84,160,3833,73
3.84,239,3065,72
3.75,160,6123,222
3.82,167,3604,75
3.8,186,37654,2272
3.97,485,104,7
3.87,190,30,7
3.7,246,9,0
3.74,192,910,41
4.14,848,29,1
3.89,324,30871,1523
3.92,229,3993,505
3.73,276,1148,105
4.15,856,53,5
3.96,406,231609,18267
4.06,526,52810,3159
4.06,375,54,12
3.89,544,7778,358
3.59,464,5398,254
3.52,144,278,25
3.81,144,578,40
3.22,188,1,0
3.88,369,203,36
3.83,368,58,10
3.86,60,1280,109
3.93,272,9673,550
4.12,425,226,13
4.09,292,16679,897
4.07,776,903,129
4.07,777,151,18
4.1,368,15234,496
3.33,199,11942,982
3.33,224,436,51
3.8,384,137,21
4,160,25,1
4.4,555,264,47
4.53,223,8939,233
4.22,318,1344,112
4.18,291,1743,54
4,544,57756,1658
4.15,360,12033,411
4.17,448,11927,988
4.27,352,389,23
3.74,384,301,20
3.95,198,19,3
3.96,399,13210,1572
3.76,505,295,31
3.76,505,7434,183
4.14,160,3998,242
4.13,321,2875,179
3.32,314,16,4
3.96,1008,574,31
3.73,913,157,14
3.54,436,144,7
3.54,456,11,2
3.43,349,67,2
3.62,278,4102,85
3.31,304,11410,435
3.38,161,8,1
3,144,8,1
3.74,704,91,11
3.64,440,959,71
3.62,320,681,65
4.05,1284,357,16
4.13,534,962,33
3.98,1040,62,4
4.26,312,1904,76
4.17,1392,3242,148
3.89,988,62,5
3.67,218,169,13
3.97,179,8,1
4.26,320,84,3
4,224,25,2
4.1,288,327,14
3.18,384,671,74
4.18,147,938,47
3.86,107,15908,1681
4.08,158,1349,99
2.67,260,3,1
4.05,268,1901,144
4.18,575,12911,353
4.13,389,1306,75
3.6,281,8,2
3.86,328,2751,103
0,134,0,0
0,64,0,0
0,96,0,0
4.08,32,300,38
4.12,32,480,94
4.09,112,3717,97
3.85,184,126,8
3.82,275,7348,368
3.8,46,20,5
3.57,328,51,4
3.76,32,49,6
4,182,846,94
4.12,208,7,0
3.96,200,28,2
4.02,503,28,5
4.14,741,3919,296
4.25,446,1109,43
3.93,448,3793,191
3.58,204,268,20
3.94,270,27,6
3.93,436,124,16
4.15,232,13,2
3.68,219,273,13
4.03,448,7,2
3.8,224,862,52
3.81,115,795,41
4.15,426,1766,69
3.53,300,395,22
3.69,214,4,0
4.21,302,105,10
4.3,397,641,19
4.16,407,10,2
3.71,182,42,4
3.92,174,271,15
3.73,260,410,88
3.94,253,62,5
4.18,555,35943,873
3.69,272,135,9
4.25,780,33033,1380
4.08,672,847,56
4.53,514,15,2
3.95,320,5613,153
4.02,229,550,67
3.52,224,434,80
4.03,413,12691,837
4.31,411,9103,328
3.86,587,2529,101
4,320,1021,58
4.25,304,207,21
3.85,250,13,0
3.53,448,95,13
3.96,402,422,31
0,32,0,1
3.73,416,41,2
4,394,8,1
3.44,360,8,0
3.94,376,3575,145
3.78,191,5680,251
3.96,672,12149,364
3.96,288,2869,121
4,400,2,0
3.73,132,89,10
2.92,800,11,1
3.95,388,3442,266
3.36,172,56,3
3.71,416,24,3
